Serial Number,Excel Timestamp,Station,Wafer ID,PCBA ID,ChassisSlot,CNR,CSO-,CTB,CSO+,LIP Peak Power,Wavelength,SMSR,SMSR Iop,Flat,Chassis,Slot,Slot 2dig
BFI0530,9/19/17 3:55 PM,322,21599350,H17031800194,132,53.60391926,56.79955434,61.54443061,48.02547166,17.6118353,1531.897,14.4,51.41,0.3461,1,32,32
BFH8316,9/19/17 3:54 PM,322,21194350,133,124,52.76597234,60.37443061,63.68996305,46.3580171,20.32776001,1558.976,34.67,51.69,0.42617,1,24,24
BFH8332,9/19/17 3:54 PM,322,21194350,DQ0G0989,123,53.45131488,57.69845838,67.60777756,41.67613891,19.42907924,1558.98,34.72,52.73,0.41054,1,23,23
BFI0521,9/19/17 3:53 PM,322,21599350,H17031800142,121,52.92785847,60.56006933,64.68037287,49.70196438,19.99256478,1531.898,31.5,53.24,0.20742,1,21,21
BFI1488,9/19/17 1:37 PM,322,21273350,H17031800190,130,,,,,,,,,0.49843,1,30,30
BFI0572,9/19/17 12:51 PM,322,21599350,DQ0H0491,122,,,,,,,,,,1,22,22
BFI0608,9/19/17 12:34 PM,322,21599350,DQ0G0961,115,,,,,,1531.906,22.48,50.89,0.23476,1,15,15
BFH5808,9/19/17 12:24 PM,322,21226350,DQ0H2133,113,,,,,,,,,0.46719,1,13,13
BFHB686,9/19/17 10:59 AM,322,21009350,H17031800027,125,52.58785847,60.37443061,66.42627577,47.52354839,23.64559601,1531.115,31.96,52.38,0.46328,1,25,25
BFH1064,9/19/17 10:51 AM,322,21046350,H17031800049,113,,,,,,,,,,1,13,13
BFH5287,9/19/17 10:50 AM,322,21563350,DQ0G1222,109,,,,,,,,,,1,9,09
BFHC197,9/18/17 5:13 PM,322,21272350,H17031800113,232,,,,,,,,,,2,32,32
BFHA229,9/18/17 4:35 PM,322,21560350,49,127,,,,,28.86601598,,,,,1,27,27
CEHM096,9/18/17 2:48 PM,322,g5396c350,H17031800013,126,53.57391926,55.99135149,65.84508354,49.55289644,,,,,,1,26,26
BFH3792,8/30/17 7:22 PM,322,21195350,102,507,56.73391926,48.90490733,61.27183487,45.34271804,19.99876878,1558.161,24.29,53.51,1.36367,5,7,07
BFHA171,9/14/17 8:54 AM,322,21255350,H17031800191,414,,,,,,,,,0.90274,4,14,14
BFH9267,9/14/17 1:54 AM,322,20877450,DQ0H2226,123,,,,,,,,,,1,23,23
BFH4238,9/12/17 9:06 AM,322,21226350,DQ0H0540,116,56.92131488,46.37364805,69.47129573,37.17274108,,1559.791,30.85,48.36,2.72891,1,16,16
BFGE425,8/6/17 3:26 PM,322,21193350,DQ0H1683,114,,,,,,,,,,1,14,14
BFGH076,8/9/17 11:19 PM,322,21192350,BFGH076,132,52.71739146,51.10183487,74.64397045,41.01012256,23.69103392,1558.18,29.2,37.99,0.85781,1,32,32
BFH8879,9/12/17 10:49 AM,322,21419350,H17031800148,514,56.55548578,51.79955434,61.12304784,46.34543675,20.33733088,1534.251,29.13,48.22,1.57461,5,14,14
BFH6566,9/6/17 11:12 PM,322,21361350,DQ0H2205,222,55.29123495,47.57490733,72.05284268,37.67345109,20.38429388,1549.312,25.76,49.03,0.79141,2,22,22
BFGG255,9/6/17 11:36 PM,322,21361350,DQ0G0894,128,54.58131488,46.06426785,77.0206244,39.83638416,18.65485035,1549.316,27.84,50.52,0.92032,1,28,28
BFH6687,9/12/17 8:36 AM,322,21250350,H17031800168,110,56.21007034,50.80442757,65.77939341,44.84225736,,1536.607,28.62,48.95,2.79336,1,10,10
BFH6985,9/13/17 11:13 AM,322,21070350,DQ0G0913,513,,,,,,,,,1.67618,5,13,13
BFH4802,9/14/17 1:07 PM,322,21273350,H17031800007,525,56.57391926,52.69067025,60.35362561,50.03337737,17.4882386,1539.772,29.84,49.14,1.01797,5,25,25
BFHA122,9/14/17 1:26 PM,322,21255350,DQ0H1680,427,56.90391926,46.87364805,67.41940367,39.00358892,18.54362535,1561.416,33.78,52.26,0.99454,4,27,27
BFH7041,9/14/17 2:23 PM,322,21255350,DQ0H1532,315,56.73391926,47.55953297,69.64129573,38.33331856,20.09702977,1559.784,29.34,46.91,1.04337,3,15,15
BFH5701,9/14/17 1:35 PM,322,21560350,DQ0H1681,306,56.39785847,47.89669833,70.57445988,39.50417824,23.32304675,1558.168,29.22,47.87,0.98477,3,6,06
BFH8235,9/14/17 12:07 PM,322,21560350,H17031800161,307,56.75270681,50.77932652,61.39191479,45.68325705,18.07410238,1559.788,29.19,50.22,0.83047,3,7,07
BFH4226,9/14/17 1:58 PM,322,21226350,18,411,57.23391926,45.8673811,62.83211162,42.83834068,22.21499398,1559.796,32.36,48.77,0.85976,4,11,11
BFHA271,9/14/17 12:33 PM,322,21560350,H17031800147,324,56.22548578,50.79411357,63.78757491,46.34601714,20.61322714,1558.98,32.82,48.98,0.90274,3,24,24
BFH6560,9/14/17 9:27 AM,322,21361350,DQ0H1383,416,,,,,,,,,,4,16,16
BFH6676,9/14/17 7:37 AM,322,21296350,H17031800181,332,,,,,,1536.609,26.06,48.3,1.00821,3,32,32
BFH4741,9/14/17 12:16 PM,322,21169350,DQ0H0620,527,56.55548578,49.08413648,68.55559007,39.83401777,25.6920435,1554.138,18.43,46.16,0.99843,5,27,27
BFH6969,9/14/17 2:15 PM,322,21227350,8,223,56.37739146,51.46955434,65.23178593,43.33867397,22.76943953,1559.787,32.97,48.05,0.85781,2,23,23
BFH8698,9/8/17 12:12 PM,322,21081350,DQ0G1222,324,56.40391926,48.06685327,67.83734554,38.67358892,25.97778343,1554.134,31.41,48.29,0.88906,3,24,24
BFH8832,9/5/17 5:44 PM,322,21298350,DQ0H2138,116,53.75270681,50.53657225,74.17,41.8490206,23.21580626,1534.256,29.86,48.52,1.57656,1,16,16
BFH8835,9/8/17 8:04 AM,322,21341350,DQ0H2117,130,56.57391926,50.26618984,63.12757491,43.67834068,25.00522062,1534.245,24.78,48.69,0.78164,1,30,30
BFH6669,9/8/17 9:58 AM,322,L21006350,H17031800077,310,56.24217982,51.81689365,63.21913078,45.84543675,22.64519033,1536.616,24.92,49.17,0.87929,3,10,10
BFH6694,9/14/17 12:59 PM,322,21250350,DQ0H2270,125,56.38785847,48.22669833,68.26777756,39.50418787,23.5209621,1536.618,30.92,48.4,0.82266,1,25,25
BFH9154,9/14/17 1:16 PM,322,21182350,H17031800090,206,56.56597234,49.92084872,62.84685762,45.34225736,19.75122264,1556.555,15.09,46.73,0.96133,2,6,06
BFHA103,9/14/17 12:47 PM,322,21255350,17,107,56.92131488,52.32689365,57.32289341,47.69102981,15.1441177,1561.415,19.34,49.94,0.88125,1,7,07
BFH7045,9/16/17 3:49 PM,322,21255350,DQ0H1567,416,,,,,,,,,,4,16,16
BFHB031,9/16/17 3:48 PM,322,21261350,DQ0H1696,322,,,,,,,,,,3,22,22
BFH3625,8/28/17 11:39 AM,322,21560350,H17031800102,322,55.05548578,49.11048333,76.74026451,38.83450827,19.86135307,1558.171,31.02,49.53,0.46524,3,22,22
BFHB069,9/13/17 5:02 PM,322,21463350,DQ0H0635,428,56.73391926,45.86888005,58.06685327,39.34402704,21.89980518,1542.147,22.06,49.97,1.28555,4,28,28
BFHB066,9/13/17 7:41 PM,322,21463350,DQ0G1018,112,56.90217982,45.20463498,69.27066712,37.83319113,20.10127714,1542.141,24.52,51.19,2.24062,1,12,12
BFH7086,9/13/17 7:48 PM,322,21255350,DQ0G0878,516,56.58131488,46.54364805,59.23490733,37.83319848,19.49560202,1559.783,33.21,49.35,1.73281,5,16,16
BFH7090,9/13/17 8:07 PM,322,21255350,H17031800173,524,57.28075742,49.57792462,59.24752929,43.83935949,17.97215828,1559.79,32.68,48.94,1.66835,5,24,24
BFH5723,9/13/17 3:32 PM,322,21560350,DQ0H0465,407,56.38785847,43.85541291,67.05803419,39.00387238,25.02490937,1558.163,12.6,49.19,1.37538,4,7,07
BFH6686,9/13/17 7:54 PM,322,21296350,DQ0H1532,521,56.74217982,46.20529467,58.40217521,39.83450827,24.05817404,1536.606,22.12,49.27,1.80312,5,21,21
BFHA264,9/13/17 1:24 PM,322,21560350,H17031800036,230,56.75270681,50.26618984,61.91135734,44.51052714,18.89120896,1558.975,30.07,48.15,0.82461,2,30,30
BFHB065,9/13/17 12:35 PM,322,21463350,H17031800168,113,56.91270681,46.37196438,63.54811755,42.83772984,21.99966356,1542.135,23.31,49.86,1.07461,1,13,13
BFH7079,9/13/17 1:00 PM,322,21255350,DQ0H2226,206,56.55548578,48.73490733,70.37283888,39.17387238,19.17866061,1559.788,28.49,47.32,1.02188,2,6,06
BFH4745,9/8/17 7:54 AM,322,21273350,DQ0H2131,124,56.75270681,48.56938232,69.0063546,38.83358066,17.07186868,1539.777,30.35,47.59,0.87149,1,24,24
BFH8237,9/8/17 7:57 AM,322,21560350,DQ0H0525,126,56.57391926,48.06685327,66.88284268,38.50358892,17.4241412,1559.79,21.7,48.69,0.71719,1,26,26
BFH4129,9/3/17 8:54 PM,322,21070350,H17031800047,525,54.75131488,51.34319424,67.62757491,45.01484316,21.14965969,1560.607,15.72,48.63,1.5668,5,25,25
BFH5362,9/2/17 9:00 PM,322,21255350,DQ0H0588,308,54.40391926,49.45888809,71.22803419,41.17688856,21.94462049,1560.611,21.33,46.43,0.80508,3,8,08
BFH9253,9/8/17 11:30 AM,322,21169350,DQ0G0961,315,57.07217982,44.86085504,63.75138922,37.67274108,22.01328879,1554.138,28.77,48.18,0.91445,3,15,15
BFH4160,9/8/17 10:01 AM,322,21255350,H17031800091,228,56.39548578,48.24217521,58.16327607,44.34092271,16.24569314,1560.6,28.26,49.05,0.77187,2,28,28
BFH6702,9/8/17 9:54 AM,322,21250350,DQ0H2205,227,56.57391926,47.22301913,66.92517091,38.67358892,26.47120667,1536.617,25.02,48.08,0.77969,2,27,27
BFH4791,9/8/17 9:13 AM,322,21273350,H17031800043,221,56.23597234,55.16211162,59.01362561,50.5373811,15.71431196,1539.775,18.86,49.49,0.85,2,21,21
BFH4068,9/8/17 3:47 PM,322,21445350,H17031800009,514,56.59186406,49.24087641,62.34591158,41.83613891,20.91781669,1561.421,30.97,49.08,0.85391,5,14,14
BFH2250,9/1/17 9:34 AM,322,L20575450,H17031800099,430,55.4301623,47.22669833,64.01319424,44.01322652,21.6220529,1558.987,30.91,49.44,1.76797,4,30,30
BFH2713,9/1/17 9:03 AM,322,21454350,DQ0H2209,322,54.75270681,50.32689365,73.6763546,41.50772984,24.33119161,1534.252,31.6,48.8,1.24454,3,22,22
BFH3558,8/31/17 11:21 AM,322,21560350,DQ0H1683,416,,,,,,,,,,4,16,16
BFH4861,9/1/17 9:10 AM,322,21383350,12,323,55.10083503,48.09106036,71.79652895,39.3348756,21.73337632,1558.172,28.51,47.57,1.39102,3,23,23
BFHB728,9/13/17 6:38 PM,322,21009350,37,431,56.96110001,47.21289644,64.71502614,39.67402704,28.30043911,1531.113,14.92,48.07,1.30703,4,31,31
BFHB816,9/13/17 5:38 PM,322,21463350,DQ0G1398,430,56.92131488,46.70711268,57.55502151,39.67451867,22.73113376,1542.146,20.18,48.06,1.22891,4,30,30
BFGH065,9/11/17 10:34 PM,322,21192350,DQ0G1221,310,56.40391926,47.88939511,69.65088539,38.33345109,22.914073,1558.177,33.08,48.72,1.1664,3,10,10
BFH4055,9/5/17 9:21 PM,322,21445350,DQ0H1692,310,53.75270681,50.69067025,73.55692317,40.83803871,23.12005358,1561.427,25.35,46.66,0.82656,3,10,10
BFH4849,9/5/17 7:50 PM,322,21192350,H17031800053,212,,,,,,1558.179,,,0.89883,2,12,12
BFH8242,9/8/17 12:37 PM,322,21560350,DQ0G0901,329,56.92131488,47.88723251,66.54811755,39.00387238,17.847577,1559.788,17.75,47.55,0.83633,3,29,29
BFH4084,9/5/17 8:17 PM,322,21445350,209,322,53.75131488,52.64888265,68.06040678,45.3587379,20.94935307,1561.415,23.67,49,1.00039,3,22,22
BFH5754,9/5/17 8:46 PM,322,21489350,2,425,53.22785847,47.78960542,72.26777756,44.69022064,23.53757704,1558.166,28.15,49.43,1.14297,4,25,25
BFH5713,9/7/17 6:21 AM,322,21560350,DQ0H0470,115,54.76083503,45.71502151,75.16955223,39.17507035,21.35246455,1558.166,22.81,48.3,0.75039,1,15,15
BFH5269,9/8/17 11:54 AM,322,21603350,H17031800192,322,56.40391926,48.57792462,64.28757491,43.17867397,22.91779558,1559.8,32.54,45.32,0.90078,3,22,22
BFHA072,9/6/17 11:27 PM,322,2159935,DQ0H0635,512,54.05007034,48.79918967,76.35626476,41.3380202,21.22346486,1531.904,19.26,49.93,0.91641,5,12,12
BFH7067,9/12/17 11:43 AM,322,21255350,H17031800025,310,56.55548578,47.38502151,69.20283888,38.50358892,20.29767241,1559.792,30.21,47.77,1.61563,3,10,10
BFH5751,9/12/17 11:21 AM,322,21489350,DQ0H0620,308,55.88007034,48.23792462,71.10212938,39.33401777,23.31452564,1558.172,32.39,48.79,1.45742,3,8,08
BFH8690,9/12/17 1:47 PM,322,21081350,H17031800114,226,56.75131488,44.35966653,66.30558881,41.83590309,25.27852465,1554.128,28.08,48.68,1.46914,2,26,26
BFH2914,9/11/17 10:27 PM,322,21016350,DQ0H0618,309,56.21739146,48.74087641,71.15371558,39.66450827,26.52900892,1531.123,34.64,48.76,0.94961,3,9,09
BFH8256,9/12/17 9:20 AM,322,21560350,DQ0H1118,421,54.32351366,49.29918967,70.07314654,39.33526075,18.83500603,1559.794,15.68,47.72,1.13711,4,21,21
BFH4765,9/12/17 2:00 PM,322,21273350,H17031800052,228,56.22548578,48.7510646,61.39330673,48.85748894,17.85875048,1539.768,28.33,47.82,1.42227,2,28,28
BFH5741,9/12/17 10:05 AM,322,21560350,H17031800198,531,57.26186406,50.42106036,61.78304784,42.67663921,18.06538526,1558.175,33.99,49.12,1.57071,5,31,31
BFH9261,9/12/17 9:12 AM,322,21169350,DQ0H1532,410,56.90391926,47.38289644,66.1340149,38.50332622,22.09784007,1554.13,30.49,49.35,1.07461,4,10,10
BFH9906,9/11/17 8:42 PM,322,21169350,H17031800015,431,57.08270681,47.04900408,65.53882409,39.17358892,,1562.237,35.19,55.8,4.14883,4,31,31
BFH5746,9/12/17 10:33 AM,322,21489350,DQ0H1186,511,56.73391926,48.40217521,69.73181461,38.67345109,23.65969524,1558.169,35.06,48.74,1.49453,5,11,11
BFH5775,9/12/17 9:39 AM,322,21252350,H17031800093,521,56.90391926,50.27643766,61.04451918,45.85225736,18.31646544,1559.79,32.86,49.88,1.58437,5,21,21
BFH5685,9/12/17 9:25 AM,322,21560350,H17031800071,424,57.08270681,46.88097185,62.48888265,43.00743286,21.45622586,1558.164,22.44,48.71,1.19961,4,24,24
BFH8329,9/11/17 11:24 PM,322,L20873450,DQ0G1562,326,56.22548578,47.05289644,67.21803419,37.50285054,16.81942007,1558.977,30.86,47.01,1.06094,3,26,26
BFH6540,9/13/17 12:55 PM,322,21361350,H17031800010,130,56.39548578,50.26206517,67.04656254,43.00803871,26.6452453,1549.322,31.95,47.23,0.93204,1,30,30
BFH5837,9/14/17 2:26 PM,322,21226350,H17031800153,516,56.73391926,48.73938232,63.70353132,41.66636946,22.23630877,1559.784,32.72,52.62,0.92031,5,16,16
BFHA112,9/14/17 2:25 PM,322,21255350,DQ0H1514,305,56.73391926,48.06685327,69.87283888,38.50345109,18.54868142,1561.417,31.63,50.95,0.8539,3,5,05
BFH7675,9/14/17 2:21 PM,322,20472450,H17031800083,329,56.91270681,44.35748894,60.5360857,42.00547089,25.58683895,1554.137,31.87,50.68,0.91641,3,29,29
BFH9242,9/14/17 2:19 PM,322,21429350,H17031800174,515,56.40597234,50.10618984,64.82583867,42.17638416,24.3150469,1554.129,34.99,51.51,0.95546,5,15,15
BFHB015,9/14/17 2:18 PM,322,21140350,DQ0G0910,426,56.72548578,48.39411894,69.25627577,39.00372366,17.85877808,1530.334,19.65,48.33,1.13125,4,26,26
BFH6582,9/14/17 2:16 PM,322,21361350,DQ0H0465,232,56.39548578,48.39938232,70.10777756,39.50402704,30.16157853,1549.316,32.05,52.9,0.91641,2,32,32
BFH5280,9/14/17 2:14 PM,322,21352350,59,514,56.73391926,49.58752929,64.60909033,42.17638416,22.60099183,1559.783,32.04,52.45,0.97695,5,14,14
BFH9903,9/14/17 2:12 PM,322,21169350,H17031800173,314,56.39548578,51.30955434,65.58435174,44.84178619,26.24182244,1554.138,22.34,47.87,1.11563,3,14,14
BFH8199,9/14/17 2:11 PM,322,21383350,DQ0H0618,425,57.40391926,47.88939511,68.79652895,38.33307566,21.76015062,1559.798,30.07,50.59,0.90078,4,25,25
BFH2795,9/14/17 2:08 PM,322,G5381C350,H17031800176,412,56.90391926,50.09451517,60.37657225,47.85098133,16.81685079,1554.13,38.69,53.41,0.92032,4,12,12
BFH8368,9/14/17 2:07 PM,322,20920450,H17031800165,513,56.57391926,44.19748894,63.37443061,39.00358892,18.19540473,1558.971,25.68,53.7,0.96133,5,13,13
BFH6681,9/14/17 2:05 PM,322,21296350,DQ0H0455,328,56.40597234,50.10230325,68.60066712,41.83590309,25.85510429,1536.605,35.26,51.6,1.16055,3,28,28
BFH7057,9/14/17 2:03 PM,322,21255350,H17031800042,424,56.76186406,49.07792462,58.13955434,45.51430538,15.04870635,1559.792,24.17,46.21,0.89883,4,24,24
BFHA118,9/14/17 2:02 PM,322,21255350,DQ0H0540,231,56.55548578,47.38939511,68.05803419,39.00358892,20.21495509,1561.429,35.9,52.97,0.8832,2,31,31
BFH8351,9/14/17 2:00 PM,322,20575450,H17031800015,512,56.91270681,47.89178312,69.15096572,38.83345109,18.85855453,1558.973,42.51,53.41,0.84414,5,12,12
BFGH307,9/14/17 1:56 PM,322,21223350,DQ0H0623,327,56.55548578,48.9110646,68.76066712,40.16450827,26.6783095,1536.615,32.48,54.25,1.06289,3,27,27
BFH3051,9/14/17 1:54 PM,322,21072350,38,511,57.25131488,47.04711268,67.92517091,37.50263582,18.07139148,1558.979,34.2,53.94,0.88515,5,11,11
BFH9950,9/14/17 1:52 PM,322,21217350,H17031800132,221,56.75270681,51.64521954,60.88502614,46.68543675,16.74101414,1537.4,34.24,51.63,0.85977,2,21,21
BFHA228,9/14/17 1:50 PM,322,21560350,H17031800114,230,56.56597234,49.41413648,62.4769308,44.68012256,20.44009877,1558.981,33.46,49.69,0.84218,2,30,30
BFHA163,9/14/17 1:49 PM,322,21255350,H17031800060,312,56.90391926,47.72723251,61.77183487,45.84322652,17.91515167,1561.429,33.92,51.71,0.77968,3,12,12
BFHA125,9/14/17 1:47 PM,322,21255350,DQ0H2117,108,56.22785847,48.24508151,60.19111961,48.02102981,18.70121575,1561.43,33.75,53.39,0.84804,1,8,08
BFHA123,9/14/17 1:46 PM,322,21255350,DQ0G1398,421,56.54739146,47.05502151,65.60939341,39.00373225,17.13898151,1561.417,28.95,51.34,1.01211,4,21,21
BFHA282,9/14/17 1:45 PM,322,21560350,6,325,56.73391926,51.46955434,61.61304784,44.67092271,20.49722301,1558.975,34.4,51.4,0.82071,3,25,25
BFHA194,9/14/17 1:43 PM,322,21352350,H17031800010,409,57.07391926,49.58752929,63.17508354,42.83743286,21.26220603,1561.419,35.31,51.75,0.96915,4,9,09
BFHA181,9/14/17 1:42 PM,322,21255350,DQ0G1018,508,56.73391926,47.55502151,67.96652895,38.67345109,17.80410039,1561.415,35.86,54.62,0.90273,5,8,08
BFH5661,9/14/17 1:39 PM,322,21560350,H17031800188,211,56.92131488,50.09833126,61.54443061,43.17745001,17.73493209,1558.173,29.88,51.83,0.81484,2,11,11
BFHA173,9/14/17 1:37 PM,322,21255350,H17031800099,429,56.73391926,49.75451517,61.59169993,45.84375536,19.82774373,1561.417,35.15,53.55,0.84805,4,29,29
BFH8206,9/14/17 1:36 PM,322,21602350,H17031800025,321,56.73391926,46.37364805,70.20283888,38.67358892,22.46331129,1559.79,26.09,52.13,0.89297,3,21,21
BFH6935,9/14/17 1:32 PM,322,21227350,DQ0H1355,210,57.08270681,46.70364805,66.88284268,37.66274108,22.40414891,1559.785,30.12,51.42,0.71719,2,10,10
BFHA276,9/14/17 1:31 PM,322,21560350,H17031800052,428,57.08270681,49.58433233,58.62415879,45.34133316,18.11221183,1558.987,36.02,52.83,0.82461,4,28,28
BFH7056,9/14/17 1:30 PM,322,21255350,H17031800170,316,57.08131488,46.3704394,67.08940367,37.5026419,16.45080793,1559.786,36.5,55.49,0.92422,3,16,16
BFHA174,9/14/17 1:28 PM,322,21255350,H17031800097,224,56.73391926,47.72953297,60.71451918,46.51487743,18.09782404,1561.424,35.09,54.2,0.82071,2,24,24
BFH7010,9/14/17 1:27 PM,322,21070350,DQ0G1022,330,56.55548578,48.57490733,70.04656254,38.83358892,21.98463188,1559.784,37.05,53.11,0.99453,3,30,30
BFH8205,9/14/17 1:22 PM,322,21489350,DQ0G0908,208,56.05007034,49.25084872,70.70480831,39.50402704,26.53979006,1559.785,20.5,48.87,1.02188,2,8,08
BFH8291,9/14/17 1:17 PM,322,21137350,H17031800067,207,56.22785847,48.23200783,65.52037287,46.01427242,22.98288237,1559.79,30.69,50.52,1.01407,2,7,07
BFH8267,9/14/17 1:14 PM,322,21560350,H17031800088,132,57.07217982,51.62415879,59.44304784,45.01178619,17.67808713,1559.793,32.37,52.54,0.48868,1,32,32
BFH9909,9/14/17 1:12 PM,322,21169350,47,131,56.74217982,50.26206517,64.18996305,42.67716378,21.17484786,1554.133,21.43,49.05,0.88906,1,31,31
BFH9248,9/14/17 1:11 PM,322,21169350,H17031800168,130,56.55548578,45.87196438,63.01685762,43.50834068,26.0552315,1554.136,34.65,50.75,0.83828,1,30,30
BFH5817,9/14/17 1:09 PM,322,21226350,H17031800057,129,56.56548578,50.61048333,66.10066712,42.00638416,24.77170599,1559.793,31.98,49.17,0.8754,1,29,29
BFH5829,9/14/17 1:06 PM,322,21226350,H17031800045,128,56.75270681,49.75451517,63.60939341,42.00662393,22.08200081,1559.798,33.86,53.76,0.73867,1,28,28
BFH4249,9/14/17 1:04 PM,322,21257350,DQ0M0858,524,57.09186406,47.55502151,65.23178593,38.33372366,16.47669515,1559.788,14.59,46.04,0.99258,5,24,24
BFH5813,9/14/17 1:02 PM,322,21226350,H17031800080,127,56.73391926,50.09833126,64.74940367,41.50568943,23.95559431,1559.788,25.07,44.55,0.86953,1,27,27
BFH5273,9/14/17 1:00 PM,322,21489350,DQ0H1235,126,56.55548578,48.74508151,68.16221528,39.50372366,21.65026104,1559.799,28.11,52.03,0.93398,1,26,26
BFH6618,9/14/17 12:57 PM,322,21358350,H17031800026,124,56.91270681,47.38097185,63.32583867,41.50568943,22.96525325,1549.319,28.97,45.2,0.90664,1,24,24
BFH1569,9/14/17 12:56 PM,322,21361350,H17031800028,122,56.55548578,51.29415879,62.61757491,46.17484316,20.03949558,1550.919,34.33,53.06,0.73672,1,22,22
BFH4767,9/14/17 12:54 PM,322,21273350,H17031800041,121,56.57391926,51.45918967,57.84643146,52.05723251,14.93779172,1539.762,33.17,50.87,0.84804,1,21,21
BFH4821,9/14/17 12:52 PM,322,21104350,H17031800050,114,56.58270681,51.46955434,59.77183487,46.51605413,14.95678567,1558.173,33.78,51.39,1.36758,1,14,14
BFH5752,9/14/17 12:50 PM,322,21489350,DQ0H0470,112,56.55785847,47.05289644,69.90314654,37.33284398,17.52887201,1558.165,34.5,51.26,0.88515,1,12,12
BFH7050,9/14/17 12:49 PM,322,21255350,21,110,56.72548578,47.55723251,69.24883677,39.17373225,19.62114303,1559.789,29.9,48.62,0.69375,1,10,10
BFGD343,9/14/17 12:46 PM,322,20863450,H17031800120,106,56.57391926,52.3295247,62.04443061,46.34427242,18.49193212,1561.417,27.45,49.85,0.86172,1,6,06
BFH8714,9/14/17 12:38 PM,322,21184350,DQ0H1247,216,56.91270681,48.39178312,70.27777756,38.17307566,24.48771306,1554.13,29.38,50.2,0.89297,2,16,16
BFH9270,9/14/17 12:35 PM,322,21084350,H17031800036,532,,,,,,,,,0.98867,5,32,32
BFHA224,9/14/17 12:36 PM,322,21560350,58,229,56.91270681,45.8673811,68.76066712,38.16319113,19.61002217,1558.983,24.7,50.69,0.90859,2,29,29
BFHA141,9/14/17 12:36 PM,322,21255350,DQ0H0635,531,56.55548578,47.38085393,68.71284268,38.00295755,16.38914536,1561.423,35.57,53.25,1.01992,5,31,31
BFH9244,9/14/17 12:34 PM,322,21169350,H17031800089,408,56.57391926,49.76473544,63.99704967,43.33803871,21.28360283,1554.14,34.33,52.89,1.14297,4,8,08
BFH4265,9/14/17 12:30 PM,322,21257350,DQ0G1219,506,56.73391926,47.22097185,68.88284268,37.50274108,19.68191519,1559.789,36.69,54.03,0.90859,5,6,06
BFH5666,9/14/17 12:29 PM,322,21560350,H17031800137,310,56.41270681,51.48076508,61.59107957,45.84427242,21.50407131,1558.16,32.92,53.6,0.8207,3,10,10
BFHA169,9/14/17 12:27 PM,322,21255350,DQ0H1566,228,56.91270681,47.38289644,67.47446272,38.67332622,18.88739544,1561.422,31.95,52.59,0.87734,2,28,28
BFHA110,9/14/17 12:23 PM,322,21255350,H17031800056,530,,,,,,1561.416,36.8,52.93,0.93593,5,30,30
BFH5824,9/14/17 12:26 PM,322,21226350,H17031800200,407,57.23391926,50.94495272,63.35944514,43.83867397,23.58864005,1559.792,35.39,52.93,1.05313,4,7,07
BFHA298,9/14/17 12:23 PM,322,21560350,H17031800100,323,56.75270681,51.29415879,60.35362561,45.18135932,17.4508138,1558.983,36.6,52.51,0.92813,3,23,23
BFHA142,9/14/17 12:22 PM,322,21255350,DQ0H1576,529,57.24217982,46.87364805,66.80558881,38.50307566,16.40318973,1561.415,32.83,53.45,0.77383,5,29,29
BFH8715,9/14/17 12:21 PM,322,21184350,DQ0H0615,432,56.55548578,47.88939511,69.75627577,38.50332622,24.27549338,1554.135,33.45,52.48,0.99649,4,32,32
BFH6670,9/14/17 12:20 PM,322,L21006350,H17031800092,227,56.22548578,51.63955434,62.9913179,44.5105029,22.87153986,1536.608,34.7,54.43,0.81093,2,27,27
BFH7066,9/14/17 12:18 PM,322,21255350,H17031800124,308,56.90217982,50.09473544,58.29955434,46.17484316,16.685033,1559.793,33.3,51.7,0.84023,3,8,08
BFH6708,9/14/17 12:17 PM,322,21250350,DQ0H1671,406,56.73391926,46.87711268,67.79652895,38.50345109,20.04305616,1536.619,35.92,53.15,0.8832,4,6,06
BFHA167,9/14/17 12:15 PM,322,21255350,H17031800184,213,56.73391926,50.77468482,62.34508354,43.83935949,18.48922115,1561.418,32.93,52.26,0.81679,2,13,13
BFH7073,9/14/17 12:13 PM,322,21255350,39,431,57.25270681,46.03746764,67.68037287,37.00285054,16.59123515,1559.8,30.81,46.57,0.79531,4,31,31
BFH7035,9/14/17 12:12 PM,322,21255350,H17031800129,322,56.40597234,48.39938232,61.58135734,44.8405029,20.33300502,1559.788,37.94,52.48,0.9457,3,22,22
BFH9257,9/14/17 12:09 PM,322,21169350,51,405,57.25131488,46.70888005,65.60939341,37.17254045,17.08219261,1554.134,36.53,55.08,1.02773,4,5,05
BFH6954,9/14/17 12:08 PM,322,21227350,DQ0G0901,430,57.23391926,47.54900408,66.84824352,38.16295755,24.12462768,1559.786,32.82,52.44,0.89883,4,30,30
BFH8212,9/14/17 12:03 PM,322,21353350,DQ0H1692,526,,,,,,1559.79,35.5,56.39,0.82461,5,26,26
BFH6725,9/14/17 12:05 PM,322,20584450,H17031800085,226,56.73391926,51.12918967,61.23246398,46.34484316,19.2277829,1535.825,33.51,53.44,0.76797,2,26,26
BFH4195,9/14/17 11:49 AM,322,21255350,DQ0H2220,523,,,,,,,,,,5,23,23
BFH5699,9/14/17 11:47 AM,322,21560350,DQ0H0583,522,,,,,,,,,1.03554,5,22,22
